congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
107,House,29109,1,3,CT,100,0,1,"DeLAURO, Rosa L.",D000216,1943,,-0.414,-0.108,-105.64886,0.85571,678,35,,-0.397,-0.176
107,House,29712,1,5,CT,100,0,1,"MALONEY, James H.",M000090,1948,,-0.244,-0.053,-176.14057,0.762,649,77,,-0.217,-0.068
107,House,29908,1,1,CT,100,0,1,"LARSON, John B.",L000557,1948,,-0.396,-0.039,-157.18668,0.78836,661,60,,-0.363,-0.128
107,House,29327,11,1,DE,200,0,1,"CASTLE, Michael Newbold",C000243,1939,2025.0,0.229,-0.7,-146.04582,0.806,679,50,,0.17,-0.585
107,House,13047,43,10,FL,200,0,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013.0,0.325,-0.112,-83.41405,0.879,648,32,,0.338,-0.119
107,House,14860,43,22,FL,200,0,1,"SHAW, Eugene Clay, Jr.",S000303,1939,2013.0,0.3,-0.142,-84.46076,0.881,666,33,,0.317,-0.329
107,House,15006,43,9,FL,200,0,1,"BILIRAKIS, Michael",B000463,1930,,0.382,-0.219,-100.80229,0.86,667,44,,0.377,-0.062
107,House,15605,43,14,FL,200,0,1,"GOSS, Porter J.",G000336,1938,,0.421,-0.394,-70.85131,0.9,670,23,,0.399,-0.258
107,House,15627,43,6,FL,200,0,1,"STEARNS, Clifford Bundy",S000822,1941,,0.554,-0.075,-125.62661,0.825,652,60,,0.627,0.006
107,House,15634,43,18,FL,200,0,1,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-92.14232,0.86453,633,33,,0.269,-0.074
107,House,20110,43,1,FL,200,2,2,"MILLER, Jefferson B. (Jeff)",M001144,1959,,0.633,0.155,-66.00207,0.851,409,30,,0.586,0.303
107,House,20111,43,4,FL,200,0,1,"CRENSHAW, Ander",C001045,1944,,0.333,0.337,-60.05915,0.916,681,18,,0.369,0.07
107,House,20112,43,8,FL,200,0,1,"KELLER, Richard (Ric)",K000361,1964,,0.458,-0.068,-67.5324,0.902,658,25,,0.469,-0.006
107,House,20113,43,12,FL,200,0,1,"PUTNAM, Adam",P000586,1974,,0.414,0.14,-65.90104,0.905,657,20,,0.418,0.114
107,House,29328,43,3,FL,100,0,1,"BROWN, Corrine",B000911,1946,,-0.429,0.192,-136.21009,0.81,647,47,,-0.402,0.039
107,House,29330,43,5,FL,100,0,1,"THURMAN, Karen L.",T000253,1951,,-0.304,0.273,-166.67616,0.777,662,67,,-0.325,0.192
107,House,29331,43,7,FL,200,0,1,"MICA, John L.",M000689,1943,,0.453,0.137,-78.22416,0.89,669,35,,0.402,0.025
107,House,29333,43,13,FL,200,0,1,"MILLER, Daniel",M000720,1942,,0.453,-0.494,-87.76433,0.872,642,25,,0.441,-0.489
107,House,29334,43,17,FL,100,0,1,"MEEK, Carrie P.",M000628,1926,2021.0,-0.483,0.12,-157.70097,0.771,606,69,,-0.428,-0.09
107,House,29335,43,20,FL,100,0,1,"DEUTSCH, Peter R.",D000275,1957,,-0.324,-0.115,-162.89709,0.777,645,70,,-0.342,-0.21
107,House,29336,43,21,FL,200,0,1,"DIAZ-BALART, Lincoln",D000299,1954,2025.0,0.243,-0.105,-101.96131,0.855,650,34,,0.285,0.027
107,House,29337,43,23,FL,100,0,1,"HASTINGS, Alcee Lamar",H000324,1936,2021.0,-0.564,0.157,-190.4857,0.7299,605,86,,-0.527,0.291
107,House,29509,43,15,FL,200,0,1,"WELDON, David Joseph",W000267,1953,,0.471,0.146,-108.62119,0.851,671,48,,0.566,-0.058
107,House,29510,43,16,FL,200,0,1,"FOLEY, Mark A.",F000238,1954,,0.311,-0.381,-108.19227,0.852,675,54,,0.26,-0.271
107,House,29713,43,2,FL,100,0,1,"BOYD, F. Allen, Jr.",B000716,1945,,-0.181,0.414,-238.56995,0.697,662,111,,-0.194,0.414
107,House,29714,43,11,FL,100,0,1,"DAVIS, Jim",D000114,1957,,-0.278,0.025,-169.80186,0.777,672,74,,-0.256,-0.044
107,House,29715,43,19,FL,100,0,1,"WEXLER, Robert",W000314,1961,,-0.392,-0.193,-132.21959,0.809,624,51,,-0.366,-0.155
107,House,39508,43,1,FL,200,1,1,"SCARBOROUGH, Charles Joseph",S000106,1963,,0.672,-0.433,-63.74076,0.731,203,28,,0.631,-0.673
107,House,15431,44,5,GA,100,0,1,"LEWIS, John R.",L000287,1940,2020.0,-0.589,-0.221,-129.41215,0.80912,611,63,,-0.544,-0.205
107,House,29338,44,1,GA,200,0,1,"KINGSTON, Jack",K000220,1955,,0.54,0.302,-97.49179,0.862,654,37,,0.491,0.349
107,House,29339,44,2,GA,100,0,1,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.288,0.447,-187.64755,0.75123,656,76,,-0.223,0.363
107,House,29340,44,3,GA,200,0,1,"COLLINS, Michael Allen (Mac)",C000640,1944,2018.0,0.536,0.324,-119.4125,0.836,667,53,,0.577,0.266
107,House,29341,44,11,GA,200,0,1,"LINDER, John Elmer",L000321,1942,,0.559,-0.008,-67.85956,0.899,635,25,,0.443,-0.083
107,House,29344,44,4,GA,100,0,1,"McKINNEY, Cynthia Ann",M000523,1955,,-0.533,-0.583,-172.87305,0.753,608,68,,-0.518,-0.855
107,House,29511,44,7,GA,200,0,1,"BARR, Bob",B000169,1948,,0.632,0.218,-120.75487,0.831,651,50,,0.624,0.046
107,House,29512,44,8,GA,200,0,1,"CHAMBLISS, Saxby",C000286,1943,,0.423,0.205,-61.32755,0.912,665,20,,0.384,0.284
107,House,29513,44,10,GA,200,0,1,"NORWOOD, Charles W., Jr.",N000159,1941,2007.0,0.533,0.469,-92.50265,0.866,644,38,,0.482,0.626
107,House,29909,44,6,GA,200,0,1,"ISAKSON, Johnny",I000055,1944,2021.0,0.402,-0.011,-75.79739,0.89393,676,27,,0.346,-0.091
107,House,99342,44,9,GA,200,0,1,"DEAL, John Nathan",D000168,1942,,0.581,0.139,-93.26102,0.866,648,39,,0.472,0.298
107,House,10757,82,2,HI,100,0,1,"MINK, Patsy Takemoto",M000797,1927,2002.0,-0.513,-0.067,-148.38454,0.779,595,60,,-0.484,0.011
107,House,15245,82,1,HI,100,0,1,"ABERCROMBIE, Neil",A000014,1938,,-0.432,-0.026,-292.18715,0.64,655,102,,-0.341,-0.206
107,House,20114,63,1,ID,200,0,1,"OTTER, C. L. (Butch)",O000166,1942,,0.692,0.057,-147.18898,0.804,675,56,,0.617,0.07
107,House,29910,63,2,ID,200,0,1,"SIMPSON, Michael K.",S001148,1950,,0.296,0.313,-75.03746,0.8936,667,30,,0.368,0.036
107,House,12041,21,8,IL,200,0,1,"CRANE, Philip Miller",C000873,1930,2014.0,0.739,0.023,-186.07187,0.744,628,90,,0.741,0.099
107,House,14239,21,6,IL,200,0,1,"HYDE, Henry John",H001022,1924,2007.0,0.312,-0.18,-79.7158,0.886,657,25,,0.375,-0.049
107,House,15023,21,17,IL,100,0,1,"EVANS, Lane Allen",E000250,1951,2014.0,-0.454,-0.181,-143.4047,0.808,672,55,,-0.427,-0.093
107,House,15036,21,3,IL,100,0,1,"LIPINSKI, William Oliver",L000342,1937,,-0.176,0.3,-221.60362,0.672,557,104,,-0.166,0.356
107,House,15417,21,14,IL,200,0,1,"HASTERT, John Dennis",H000323,1942,,0.443,-0.122,-4.50599,0.963,120,0,,0.481,0.017
107,House,15453,21,12,IL,100,0,1,"COSTELLO, Jerry Francis",C000794,1949,,-0.317,0.657,-258.12429,0.683,678,140,,-0.321,0.947
107,House,20115,21,10,IL,200,0,1,"KIRK, Mark Steven",K000360,1959,,0.274,-0.647,-101.46726,0.859,669,45,,0.25,-0.587
107,House,20116,21,15,IL,200,0,1,"JOHNSON, Timothy V.",J000285,1946,2022.0,0.264,-0.52,-148.63644,0.803,679,69,,0.184,-0.168
107,House,29346,21,1,IL,100,0,1,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-124.15463,0.81773,617,48,,-0.425,-0.242
107,House,29348,21,4,IL,100,0,1,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.487,-0.26,-142.18795,0.79268,612,63,,-0.456,-0.062
107,House,29349,21,16,IL,200,0,1,"MANZULLO, Donald A.",M001138,1944,,0.51,0.0,-118.14534,0.835,657,44,,0.494,0.038
107,House,29516,21,11,IL,200,0,1,"WELLER, Gerald C. (Jerry)",W000273,1957,,0.288,0.2,-270.87746,0.669,674,90,,0.369,0.72
107,House,29517,21,18,IL,200,0,1,"LaHOOD, Ray H.",L000552,1945,,0.246,-0.076,-100.46296,0.859,660,36,,0.274,-0.108
107,House,29585,21,2,IL,100,0,1,"JACKSON, Jesse L., Jr.",J000283,1965,,-0.538,-0.513,-141.00743,0.813,680,55,,-0.544,-0.744
107,House,29716,21,5,IL,100,0,1,"BLAGOJEVICH, Rod R.",B000518,1956,,-0.317,-0.188,-136.59041,0.783,557,64,,-0.305,-0.091
107,House,29717,21,7,IL,100,0,1,"DAVIS, Danny K.",D000096,1941,,-0.487,-0.266,-108.44205,0.84763,656,41,,-0.477,-0.445
107,House,29718,21,20,IL,200,0,1,"SHIMKUS, John M.",S000364,1958,,0.375,0.154,-92.63833,0.87229,678,39,,0.341,0.292
107,House,29911,21,9,IL,100,0,1,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.602,-0.29,-112.79535,0.84484,669,53,,-0.607,-0.264
107,House,29912,21,13,IL,200,0,1,"BIGGERT, Judy Borg",B001232,1937,,0.323,-0.372,-102.42603,0.86,679,49,,0.34,-0.601
107,House,29913,21,19,IL,100,0,1,"PHELPS, David Dwain",P000584,1947,,-0.207,0.715,-181.15324,0.764,674,72,,-0.166,0.747
107,House,15014,22,6,IN,200,0,1,"BURTON, Danny Lee",B001149,1938,,0.585,-0.026,-87.76773,0.855,561,32,,0.521,0.026
107,House,15124,22,1,IN,100,0,1,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-244.88036,0.68963,659,125,,-0.462,0.616
107,House,20117,22,2,IN,200,0,1,"PENCE, Mike",P000587,1959,,0.655,0.088,-89.05433,0.876,671,33,,0.631,0.054
107,House,20118,22,7,IN,200,0,1,"KERNS, Brian D.",K000359,1957,,0.724,0.198,-128.93576,0.828,681,51,,0.726,0.125
107,House,29117,22,3,IN,100,0,1,"ROEMER, Timothy John",R000385,1956,,-0.165,0.229,-234.85008,0.708,679,106,,-0.207,0.197
107,House,29350,22,5,IN,200,0,1,"BUYER, Stephen Earle",B001203,1958,,0.435,0.192,-67.20728,0.9,639,22,,0.361,0.159
107,House,29519,22,4,IN,200,0,1,"SOUDER, Mark Edward",S001143,1950,2022.0,0.435,-0.011,-106.37694,0.85,656,44,,0.45,-0.175
107,House,29520,22,8,IN,200,0,1,"HOSTETTLER, John Nathan",H000807,1961,,0.705,0.077,-185.14492,0.755,660,68,,0.796,-0.113
107,House,29720,22,10,IN,100,0,1,"CARSON, Julia May",C000191,1938,2007.0,-0.464,-0.156,-123.98557,0.823,637,49,,-0.42,-0.199
107,House,29914,22,9,IN,100,0,1,"HILL, Baron P.",H001030,1953,,-0.121,0.137,-269.48506,0.668,668,112,,-0.226,0.325
107,House,14432,31,1,IA,200,0,1,"LEACH, James Albert Smith",L000169,1942,2024.0,0.141,-0.79,-153.17542,0.791,654,71,,0.077,-0.583
107,House,29118,31,2,IA,200,0,1,"NUSSLE, James Allen",N000172,1960,,0.417,-0.178,-92.0698,0.871,666,40,,0.363,-0.106
107,House,29521,31,4,IA,200,0,1,"GANSKE, Greg",G000041,1949,,0.239,-0.3,-121.03997,0.827,638,52,,0.174,-0.148
107,House,29522,31,5,IA,200,0,1,"LATHAM, Thomas",L000111,1948,,0.302,0.308,-159.59087,0.788,671,63,,0.326,0.306
107,House,29721,31,3,IA,100,0,1,"BOSWELL, Leonard L.",B000652,1934,2018.0,-0.238,0.289,-195.86291,0.75,680,90,,-0.236,0.127
107,House,29524,32,4,KS,200,0,1,"TIAHRT, Todd",T000260,1951,,0.449,0.341,-86.11053,0.879,669,32,,0.465,0.14
107,House,29722,32,1,KS,200,0,1,"MORAN, Jerry",M000934,1954,,0.414,0.22,-270.34806,0.67234,681,105,,0.479,0.401
107,House,29723,32,2,KS,200,0,1,"RYUN, Jim",R000566,1947,,0.547,0.267,-81.17033,0.886,671,34,,0.61,0.248
107,House,29915,32,3,KS,100,0,1,"MOORE, Dennis",M001140,1945,2021.0,-0.267,0.159,-292.89794,0.648,676,134,,-0.306,0.383
107,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.333,0.153,-64.50095,0.90848,672,23,,0.315,0.097
107,House,29352,51,2,KY,200,0,1,"LEWIS, Ron",L000293,1946,,0.418,0.417,-66.31974,0.907,677,23,,0.401,0.277
107,House,29525,51,1,KY,200,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-100.61758,0.857,653,32,,0.342,0.208
107,House,29725,51,3,KY,200,0,1,"NORTHUP, Anne Meagher",N000143,1948,,0.335,-0.035,-68.37811,0.902,664,21,,0.329,-0.052
107,House,29916,51,4,KY,100,0,1,"LUCAS, Ken",L000558,1933,,-0.058,0.721,-212.94523,0.73,678,95,,-0.012,0.702
107,House,29917,51,6,KY,200,0,1,"FLETCHER, Ernest L.",F000441,1952,,0.285,0.273,-87.85483,0.877,669,29,,0.316,0.224
107,House,15401,45,6,LA,200,0,1,"BAKER, Richard Hugh",B000072,1948,,0.423,0.022,-68.38418,0.9,649,23,,0.376,0.237
107,House,15451,45,4,LA,200,0,1,"McCRERY, James O., III",M000388,1949,,0.362,0.08,-65.86137,0.905,659,18,,0.387,0.023
107,House,29120,45,2,LA,100,0,1,"JEFFERSON, William Jennings",J000070,1947,,-0.424,0.242,-168.06572,0.769,641,74,,-0.391,0.206
107,House,29726,45,5,LA,200,0,1,"COOKSEY, John",C000735,1941,2022.0,0.334,0.014,-58.11958,0.908,603,19,,0.363,0.184
107,House,29727,45,7,LA,100,0,1,"JOHN, Christopher",J000110,1960,,-0.12,0.735,-177.40353,0.759,644,67,,-0.105,0.644
107,House,29918,45,1,LA,200,0,1,"VITTER, David",V000127,1961,,0.495,0.323,-75.71951,0.891,656,25,,0.461,0.155
107,House,94679,45,3,LA,200,0,1,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943,,0.341,0.16,-55.96393,0.92,668,16,,0.377,0.141
107,House,29528,2,2,ME,100,0,1,"BALDACCI, John Elias",B000081,1955,,-0.333,-0.001,-121.02916,0.831,653,46,,-0.351,-0.13
107,House,29728,2,1,ME,100,0,1,"ALLEN, Thomas H.",A000357,1945,,-0.4,-0.105,-124.60745,0.829,665,50,,-0.406,-0.183
107,House,14873,52,5,MD,100,0,1,"HOYER, Steny Hamilton",H000874,1939,,-0.381,0.122,-135.13662,0.81635,666,47,,-0.32,-0.097
