congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
112,House,20107,71,49,CA,200,0,1,"ISSA, Darrell",I000056,1953,,0.476,0.028,-159.34568,0.89271,1404,55,,0.53,0.171
112,House,20108,71,53,CA,100,0,1,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.103,-197.4213,0.87037,1422,78,,-0.346,-0.048
112,House,20306,71,18,CA,100,0,1,"CARDOZA, Dennis A.",C001050,1959,,-0.262,0.609,-479.67818,0.651,1119,236,,-0.227,0.541
112,House,20307,71,21,CA,200,0,1,"NUNES, Devin",N000181,1973,,0.45,0.223,-164.02602,0.8904,1413,72,,0.463,0.323
112,House,20310,71,39,CA,100,0,1,"SÁNCHEZ, Linda T.",S001156,1969,,-0.507,-0.132,-161.69403,0.88577,1333,64,,-0.485,-0.255
112,House,20501,71,20,CA,100,0,1,"COSTA, Jim",C001059,1952,,-0.199,0.449,-620.03753,0.63619,1371,309,,-0.172,0.518
112,House,20538,71,5,CA,100,0,1,"MATSUI, Doris",M001163,1944,,-0.434,-0.144,-172.52704,0.8862,1428,79,,-0.424,-0.228
112,House,20539,71,48,CA,200,0,1,"CAMPBELL, John (of California)",C001064,1955,,0.748,-0.415,-297.99902,0.799,1331,138,,0.919,-0.395
112,House,20702,71,11,CA,100,0,1,"McNERNEY, Jerry",M001166,1951,,-0.263,-0.159,-263.70222,0.83063,1421,97,,-0.319,0.014
112,House,20703,71,22,CA,200,0,1,"MCCARTHY, Kevin",M001165,1965,,0.453,0.233,-132.7226,0.9098,1404,46,,0.471,0.34
112,House,20752,71,37,CA,100,0,1,"RICHARDSON, Laura",R000581,1962,,-0.339,-0.022,-319.85278,0.795,1398,135,,-0.301,-0.091
112,House,20762,71,12,CA,100,0,1,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.381,-0.41,-219.52274,0.8444,1298,78,,-0.341,-0.42
112,House,20903,71,4,CA,200,0,1,"McCLINTOCK, Tom",M001177,1956,,0.67,-0.365,-309.42571,0.80555,1431,124,,0.919,-0.395
112,House,20955,71,32,CA,100,2,2,"CHU, Judy",C001080,1953,,-0.481,-0.37,-150.34135,0.89748,1390,60,,-0.506,-0.32
112,House,20958,71,10,CA,100,2,2,"GARAMENDI, John",G000559,1945,,-0.314,-0.099,-287.63707,0.81,1365,122,,-0.346,-0.142
112,House,20963,71,52,CA,200,0,1,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-187.34515,0.87648,1421,80,,0.588,0.281
112,House,21109,71,19,CA,200,0,1,"DENHAM, Jeff",D000612,1967,,0.306,0.212,-216.83402,0.85699,1405,94,,0.408,0.19
112,House,21110,71,33,CA,100,0,1,"BASS, Karen",B001270,1953,,-0.584,-0.098,-143.74098,0.89675,1319,59,,-0.524,-0.206
112,House,21195,71,36,CA,100,2,2,"HAHN, Janice",H001063,1952,,-0.39,-0.376,-85.76862,0.9,812,34,,-0.43,-0.229
112,House,29106,71,35,CA,100,0,1,"WATERS, Maxine",W000187,1938,,-0.656,-0.095,-213.511,0.85107,1324,90,,-0.506,-0.221
112,House,29309,71,6,CA,100,0,1,"WOOLSEY, Lynn C.",W000738,1937,,-0.556,-0.529,-147.85223,0.899,1385,66,,-0.56,-0.675
112,House,29312,71,14,CA,100,0,1,"ESHOO, Anna Georges",E000215,1942,,-0.379,-0.372,-202.95227,0.86296,1377,92,,-0.336,-0.457
112,House,29313,71,17,CA,100,0,1,"FARR, Sam",F000030,1941,,-0.455,-0.219,-202.03084,0.866,1406,71,,-0.402,-0.417
112,House,29315,71,25,CA,200,0,1,"McKEON, Howard P. (Buck)",M000508,1938,,0.396,0.208,-163.3949,0.889,1388,67,,0.329,0.395
112,House,29316,71,31,CA,100,0,1,"BECERRA, Xavier",B000287,1958,,-0.512,-0.283,-141.09089,0.90321,1386,62,,-0.491,-0.286
112,House,29317,71,34,CA,100,0,1,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.469,-0.171,-137.71534,0.90606,1396,53,,-0.452,-0.189
112,House,29318,71,36,CA,100,1,1,"HARMAN, Jane L.",H000213,1945,,-0.262,-0.12,-22.52676,0.767,85,6,,-0.329,0.025
112,House,29321,71,40,CA,200,0,1,"ROYCE, Edward Randall",R000487,1951,,0.657,-0.353,-206.89856,0.86477,1424,92,,0.655,-0.406
112,House,29323,71,44,CA,200,0,1,"CALVERT, Ken",C000059,1953,,0.339,0.277,-140.60154,0.90541,1415,50,,0.315,0.491
112,House,29325,71,51,CA,100,0,1,"FILNER, Bob",F000116,1942,2025.0,-0.652,0.002,-100.65144,0.903,988,42,,-0.752,-0.158
112,House,29504,71,16,CA,100,0,1,"LOFGREN, Zoe",L000397,1947,,-0.397,-0.401,-252.52801,0.83289,1381,98,,-0.347,-0.46
112,House,29508,71,50,CA,200,0,1,"BILBRAY, Brian P.",B000461,1951,,0.392,-0.376,-383.20407,0.758,1384,164,,0.322,-0.172
112,House,29707,71,27,CA,100,0,1,"SHERMAN, Brad",S000344,1954,,-0.344,-0.138,-196.44019,0.87106,1423,74,,-0.345,-0.165
112,House,29709,71,47,CA,100,0,1,"SANCHEZ, Loretta",S000030,1960,,-0.367,0.025,-226.8276,0.841,1307,104,,-0.372,-0.104
112,House,29774,71,23,CA,100,0,1,"CAPPS, Lois",C001036,1938,,-0.389,-0.227,-148.65195,0.9,1418,65,,-0.392,-0.163
112,House,29775,71,45,CA,200,0,1,"BONO, Mary",B001228,1961,,0.353,-0.218,-272.49942,0.821,1385,118,,0.411,-0.146
112,House,29778,71,9,CA,100,0,1,"LEE, Barbara",L000551,1946,,-0.676,-0.582,-148.9964,0.8973,1375,72,,-0.72,-0.488
112,House,29901,71,1,CA,100,0,1,"THOMPSON, Michael",T000460,1951,,-0.392,0.072,-273.20516,0.82565,1426,148,,-0.395,-0.062
112,House,29903,71,38,CA,100,0,1,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.247,-140.79044,0.89788,1307,62,,-0.529,-0.25
112,House,29905,71,42,CA,200,0,1,"MILLER, Gary G.",M001139,1948,,0.478,0.222,-166.02919,0.883,1338,74,,0.5,0.224
112,House,29942,71,43,CA,100,0,1,"BACA, Joe",B001234,1947,,-0.349,0.292,-241.24846,0.835,1340,85,,-0.383,0.303
112,House,20704,62,5,CO,200,0,1,"LAMBORN, Doug",L000564,1954,,0.665,0.257,-135.45198,0.90778,1400,47,,0.701,0.312
112,House,20705,62,7,CO,100,0,1,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.072,-441.54145,0.73098,1409,184,,-0.261,0.137
112,House,20904,62,2,CO,100,0,1,"POLIS, Jared",P000598,1975,,-0.278,-0.692,-373.9184,0.75283,1317,141,,-0.256,-0.607
112,House,20906,62,6,CO,200,0,1,"COFFMAN, Mike",C001077,1955,,0.492,-0.213,-287.52548,0.81717,1424,131,,0.486,-0.154
112,House,21111,62,3,CO,200,0,1,"TIPTON, Scott",T000470,1956,,0.451,-0.023,-296.35918,0.81294,1431,134,,0.411,-0.035
112,House,21112,62,4,CO,200,0,1,"GARDNER, Cory",G000562,1974,,0.444,-0.029,-237.81915,0.84519,1414,108,,0.508,0.092
112,House,29710,62,1,CO,100,0,1,"DeGETTE, Diana",D000197,1957,,-0.431,-0.308,-156.03856,0.89552,1414,58,,-0.406,-0.288
112,House,20706,1,2,CT,100,0,1,"COURTNEY, Joe",C001069,1953,,-0.337,0.042,-225.42365,0.8534,1422,93,,-0.372,0.13
112,House,20707,1,5,CT,100,0,1,"MURPHY, Christopher",M001169,1973,,-0.286,-0.255,-245.58296,0.83708,1381,99,,-0.275,-0.279
112,House,20907,1,4,CT,100,0,1,"HIMES, James A.",H001047,1966,,-0.241,-0.208,-339.64752,0.78793,1425,146,,-0.252,-0.238
112,House,29109,1,3,CT,100,0,1,"DeLAURO, Rosa L.",D000216,1943,,-0.414,-0.108,-156.39404,0.89606,1425,58,,-0.449,-0.024
112,House,29908,1,1,CT,100,0,1,"LARSON, John B.",L000557,1948,,-0.396,-0.039,-195.37432,0.86682,1367,80,,-0.425,0.002
112,House,21113,11,1,DE,100,0,1,"CARNEY, John C., Jr.",C001083,1956,,-0.256,-0.142,-337.76583,0.788,1421,134,,-0.22,-0.189
112,House,13047,43,10,FL,200,0,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013.0,0.325,-0.112,-314.83026,0.787,1316,131,,0.318,-0.157
112,House,15627,43,6,FL,200,0,1,"STEARNS, Clifford Bundy",S000822,1941,,0.554,-0.075,-233.35025,0.849,1424,99,,0.623,-0.343
112,House,15634,43,18,FL,200,0,1,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-295.47327,0.81131,1413,105,,0.219,0.095
112,House,20110,43,1,FL,200,0,1,"MILLER, Jefferson B. (Jeff)",M001144,1959,,0.633,0.155,-188.74901,0.873,1393,75,,0.659,-0.087
112,House,20111,43,4,FL,200,0,1,"CRENSHAW, Ander",C001045,1944,,0.333,0.337,-165.98683,0.89,1424,70,,0.297,0.544
112,House,20316,43,21,FL,200,0,1,"DIAZ-BALART, Mario",D000600,1961,,0.281,0.16,-210.28097,0.85664,1359,71,,0.224,0.257
112,House,20503,43,14,FL,200,0,1,"MACK, Connie, IV",M001155,1967,,0.601,-0.16,-168.18734,0.872,1225,62,,0.694,-0.257
112,House,20504,43,20,FL,100,0,1,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.413,0.103,-169.34211,0.88178,1346,57,,-0.422,0.096
112,House,20708,43,11,FL,100,0,1,"CASTOR, Kathy",C001066,1966,,-0.437,0.072,-195.65726,0.86591,1359,88,,-0.393,0.007
112,House,20709,43,13,FL,200,0,1,"BUCHANAN, Vernon G.",B001260,1951,,0.362,-0.08,-266.79289,0.82739,1408,103,,0.409,-0.277
112,House,20758,43,9,FL,200,0,1,"BILIRAKIS, Gus",B001257,1963,,0.423,-0.031,-200.75497,0.86525,1387,69,,0.401,0.024
112,House,20909,43,15,FL,200,0,1,"POSEY, Bill",P000599,1947,,0.533,-0.353,-263.72417,0.83126,1427,118,,0.55,-0.222
112,House,20910,43,16,FL,200,0,1,"ROONEY, Thomas J.",R000583,1970,,0.458,0.013,-234.82061,0.84798,1424,102,,0.526,0.082
112,House,20959,43,19,FL,100,2,2,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.401,-0.078,-165.48622,0.88598,1367,70,,-0.444,-0.041
112,House,21114,43,2,FL,200,0,1,"SOUTHERLAND, Steve",S001186,1965,,0.56,0.063,-199.73375,0.87,1431,94,,0.588,-0.069
112,House,21115,43,5,FL,200,0,1,"NUGENT, Richard",N000185,1951,,0.483,0.077,-200.55318,0.869,1424,87,,0.516,0.029
112,House,21116,43,8,FL,200,0,1,"WEBSTER, Daniel A.",W000806,1949,,0.524,-0.077,-248.5009,0.83915,1417,97,,0.465,-0.005
112,House,21117,43,12,FL,200,0,1,"ROSS, Dennis",R000593,1959,,0.531,0.099,-174.68567,0.88409,1418,69,,0.6,0.031
112,House,21118,43,17,FL,100,0,1,"WILSON, Frederica",W000808,1942,,-0.476,-0.005,-159.3978,0.88527,1308,66,,-0.472,0.012
112,House,21119,43,22,FL,200,0,1,"WEST, Allen",W000807,1961,,0.451,0.043,-249.34459,0.84,1430,111,,0.452,-0.051
112,House,21120,43,24,FL,200,0,1,"ADAMS, Sandra (Sandy)",A000366,1956,,0.577,0.043,-188.15606,0.877,1434,87,,0.57,-0.075
112,House,21121,43,25,FL,200,0,1,"RIVERA, David",R000590,1965,,0.257,0.349,-159.86694,0.893,1414,52,,0.254,0.367
112,House,29328,43,3,FL,100,0,1,"BROWN, Corrine",B000911,1946,,-0.429,0.192,-217.51885,0.853,1369,78,,-0.447,0.268
112,House,29331,43,7,FL,200,0,1,"MICA, John L.",M000689,1943,,0.453,0.137,-183.17067,0.879,1426,89,,0.503,0.127
112,House,29337,43,23,FL,100,0,1,"HASTINGS, Alcee Lamar",H000324,1936,2021.0,-0.564,0.157,-210.14044,0.86226,1418,88,,-0.51,0.08
112,House,15431,44,5,GA,100,0,1,"LEWIS, John R.",L000287,1940,2020.0,-0.589,-0.221,-152.649,0.89353,1356,72,,-0.552,-0.257
112,House,20319,44,11,GA,200,0,1,"GINGREY, Phil",G000550,1942,,0.561,0.272,-189.47756,0.87,1364,76,,0.575,0.039
112,House,20321,44,13,GA,100,0,1,"SCOTT, David",S001157,1945,,-0.305,0.165,-275.80222,0.82211,1408,99,,-0.351,0.132
112,House,20505,44,6,GA,200,0,1,"PRICE, Tom",P000591,1954,,0.644,-0.073,-160.33757,0.89393,1430,62,,0.652,-0.051
112,House,20506,44,3,GA,200,0,1,"WESTMORELAND, Lynn A.",W000796,1950,,0.672,0.189,-171.81261,0.886,1417,73,,0.655,0.102
112,House,20507,44,12,GA,100,0,1,"BARROW, John",B001252,1955,,-0.119,0.46,-578.55384,0.668,1432,257,,-0.184,0.681
112,House,20712,44,4,GA,100,0,1,"JOHNSON, Hank",J000288,1954,,-0.477,-0.054,-186.30076,0.87233,1364,82,,-0.486,0.072
112,House,20753,44,10,GA,200,0,1,"BROUN, Paul C., Jr.",B001262,1946,,0.913,-0.408,-192.64579,0.87,1378,85,,0.903,-0.328
112,House,20962,44,9,GA,200,0,1,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-170.88658,0.88707,1426,74,,0.856,-0.234
112,House,21122,44,7,GA,200,0,1,"WOODALL, Rob",W000810,1970,,0.593,-0.173,-265.08819,0.82971,1420,110,,0.687,-0.274
112,House,21123,44,8,GA,200,0,1,"SCOTT, Austin",S001189,1969,,0.539,0.358,-195.09139,0.87129,1416,77,,0.605,0.098
112,House,29338,44,1,GA,200,0,1,"KINGSTON, Jack",K000220,1955,,0.54,0.302,-273.24294,0.825,1423,114,,0.552,0.11
112,House,29339,44,2,GA,100,0,1,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.289,0.447,-389.03327,0.75357,1375,176,,-0.282,0.564
112,House,20713,82,2,HI,100,0,1,"HIRONO, Mazie",H001042,1947,,-0.513,-0.091,-153.3584,0.88583,1265,60,,-0.48,-0.091
112,House,21124,82,1,HI,100,0,1,"HANABUSA, Colleen",H001050,1951,,-0.37,0.004,-199.88775,0.86895,1423,80,,-0.388,0.044
112,House,21125,63,1,ID,200,0,1,"LABRADOR, Raúl R.",L000573,1967,,0.735,-0.571,-234.09711,0.84314,1372,106,,0.707,-0.442
112,House,29910,63,2,ID,200,0,1,"SIMPSON, Michael K.",S001148,1950,,0.296,0.313,-215.59058,0.85914,1420,78,,0.266,0.27
112,House,15453,21,12,IL,100,0,1,"COSTELLO, Jerry Francis",C000794,1949,,-0.317,0.657,-517.30164,0.681,1348,231,,-0.302,0.506
112,House,20116,21,15,IL,200,0,1,"JOHNSON, Timothy V.",J000285,1946,2022.0,0.264,-0.52,-596.89026,0.644,1357,287,,0.398,-0.851
112,House,20508,21,3,IL,100,0,1,"LIPINSKI, Daniel",L000563,1966,,-0.227,0.176,-458.62819,0.72283,1413,193,,-0.231,0.154
112,House,20715,21,6,IL,200,0,1,"ROSKAM, Peter",R000580,1961,,0.429,0.018,-187.28112,0.87554,1409,74,,0.404,0.153
112,House,20914,21,18,IL,200,0,1,"SCHOCK, Aaron",S001179,1981,,0.311,0.185,-221.02747,0.852,1375,97,,0.281,0.249
112,House,20954,21,5,IL,100,0,1,"QUIGLEY, Mike",Q000023,1958,,-0.325,-0.228,-253.11369,0.83663,1419,95,,-0.304,-0.488
112,House,21126,21,8,IL,200,0,1,"WALSH, Joe",W000811,1961,,0.708,-0.707,-246.91471,0.837,1390,103,,0.74,-0.636
112,House,21127,21,10,IL,200,0,1,"DOLD, Robert",D000613,1969,,0.2,-0.199,-441.31963,0.732,1416,183,,0.212,-0.254
112,House,21128,21,11,IL,200,0,1,"KINZINGER, Adam",K000378,1978,,0.234,0.382,-250.15834,0.83764,1412,98,,0.295,0.254
112,House,21129,21,14,IL,200,0,1,"HULTGREN, Randy",H001059,1966,,0.49,-0.034,-223.5623,0.85527,1430,96,,0.483,-0.106
112,House,21130,21,17,IL,200,0,1,"SCHILLING, Bobby",S001182,1964,2021.0,0.364,0.009,-293.24931,0.812,1411,138,,0.369,-0.041
112,House,29346,21,1,IL,100,0,1,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-201.72613,0.85586,1296,87,,-0.559,-0.046
112,House,29348,21,4,IL,100,0,1,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.487,-0.26,-205.45777,0.85484,1310,70,,-0.449,-0.434
112,House,29349,21,16,IL,200,0,1,"MANZULLO, Donald A.",M001138,1944,,0.51,0.0,-242.3032,0.837,1362,95,,0.535,-0.143
112,House,29585,21,2,IL,100,0,1,"JACKSON, Jesse L., Jr.",J000283,1965,,-0.538,-0.513,-118.4706,0.898,1096,54,,-0.582,-0.345
112,House,29717,21,7,IL,100,0,1,"DAVIS, Danny K.",D000096,1941,,-0.487,-0.267,-209.14441,0.85569,1342,83,,-0.503,-0.121
112,House,29718,21,19,IL,200,0,1,"SHIMKUS, John M.",S000364,1958,,0.375,0.154,-237.50276,0.84366,1397,108,,0.303,0.287
112,House,29911,21,9,IL,100,0,1,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.602,-0.291,-163.38821,0.89066,1411,74,,-0.655,-0.074
112,House,29912,21,13,IL,200,0,1,"BIGGERT, Judy Borg",B001232,1937,,0.323,-0.372,-345.20194,0.784,1422,139,,0.238,-0.055
112,House,15014,22,5,IN,200,0,1,"BURTON, Danny Lee",B001149,1938,,0.585,-0.026,-190.79715,0.864,1309,65,,0.616,-0.141
112,House,15124,22,1,IN,100,0,1,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-372.91304,0.7644,1388,180,,-0.396,0.258
112,House,20117,22,6,IN,200,0,1,"PENCE, Mike",P000587,1959,,0.655,0.088,-125.08277,0.911,1341,50,,0.621,0.181
112,House,20717,22,2,IN,100,0,1,"DONNELLY, Joe",D000607,1955,,-0.119,0.435,-510.67428,0.68921,1372,243,,-0.178,0.563
112,House,20757,22,7,IN,100,0,1,"CARSON, André",C001072,1974,,-0.437,0.029,-264.45281,0.82411,1367,102,,-0.411,0.078
112,House,21100,22,3,IN,200,0,1,"STUTZMAN, Marlin",S001188,1976,,0.723,-0.102,-160.77241,0.89151,1400,64,,0.752,-0.113
112,House,21131,22,4,IN,200,0,1,"ROKITA, Todd",R000592,1970,,0.602,-0.16,-157.86907,0.89146,1374,65,,0.63,-0.071
112,House,21132,22,8,IN,200,0,1,"BUCSHON, Larry",B001275,1962,,0.38,0.385,-144.26094,0.90385,1427,56,,0.399,0.271
112,House,21133,22,9,IN,200,0,1,"YOUNG, Todd",Y000064,1972,,0.438,-0.022,-195.16285,0.87192,1424,88,,0.543,0.075
112,House,20325,31,5,IA,200,0,1,"KING, Steve",K000362,1949,,0.613,0.171,-304.40356,0.80345,1391,105,,0.511,0.224
112,House,20719,31,1,IA,100,0,1,"BRALEY, Bruce",B001259,1957,,-0.31,-0.205,-232.61418,0.842,1357,90,,-0.317,-0.303
112,House,20720,31,2,IA,100,0,1,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.027,-313.94538,0.80001,1407,136,,-0.276,0.007
112,House,29522,31,4,IA,200,0,1,"LATHAM, Thomas",L000111,1948,,0.302,0.308,-252.0941,0.838,1425,102,,0.25,0.338
112,House,29721,31,3,IA,100,0,1,"BOSWELL, Leonard L.",B000652,1934,2018.0,-0.238,0.289,-478.95433,0.714,1424,219,,-0.252,0.271
112,House,20915,32,2,KS,200,0,1,"JENKINS, Lynn",J000290,1963,,0.523,0.004,-156.7322,0.89416,1401,70,,0.558,0.142
112,House,21134,32,1,KS,200,0,1,"HUELSKAMP, Tim",H001057,1968,,0.744,-0.466,-244.9664,0.843,1431,104,,0.708,-0.285
112,House,21135,32,3,KS,200,0,1,"YODER, Kevin",Y000063,1976,,0.558,0.03,-198.90028,0.87006,1429,96,,0.59,0.022
112,House,21136,32,4,KS,200,0,1,"POMPEO, Mike",P000602,1963,,0.66,0.164,-120.11222,0.91938,1429,44,,0.689,0.171
112,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.333,0.154,-165.67925,0.88987,1420,64,,0.287,0.601
112,House,20326,51,6,KY,100,0,1,"CHANDLER, A. B. (Ben)",C001058,1959,,-0.232,0.516,-470.2733,0.716,1407,236,,-0.2,0.434
112,House,20511,51,4,KY,200,1,1,"DAVIS, Geoffrey C. (Geoff)",D000603,1958,,0.398,0.412,-200.34493,0.86,1324,85,,0.337,0.243
112,House,20723,51,3,KY,100,0,1,"YARMUTH, John",Y000062,1947,,-0.378,-0.275,-159.48906,0.89145,1388,61,,-0.396,-0.214
112,House,20916,51,2,KY,200,0,1,"GUTHRIE, Brett",G000558,1964,,0.427,0.273,-154.18973,0.89738,1424,57,,0.394,0.188
112,House,29525,51,1,KY,200,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-213.52618,0.858,1398,84,,0.312,0.125
112,House,31102,51,4,KY,200,2,2,"MASSIE, Thomas",M001184,1971,,0.672,-0.74,-13.58517,0.62597,29,8,,0.879,-0.477
112,House,20514,45,7,LA,200,0,1,"BOUSTANY, Charles W.",B001255,1956,,0.392,0.308,-194.27829,0.871,1407,81,,0.471,0.207
112,House,20759,45,1,LA,200,0,1,"SCALISE, Steve",S001176,1965,,0.559,0.163,-158.96272,0.89395,1418,55,,0.593,0.174
112,House,20918,45,4,LA,200,0,1,"FLEMING, John",F000456,1951,,0.59,0.022,-153.34173,0.898,1426,57,,0.621,0.101
112,House,20919,45,6,LA,200,0,1,"CASSIDY, Bill",C001075,1957,,0.463,-0.047,-225.77155,0.85136,1403,90,,0.455,-0.022
112,House,21137,45,2,LA,100,0,1,"RICHMOND, Cedric",R000588,1973,,-0.486,0.332,-284.38181,0.81438,1385,117,,-0.469,0.299
